domain,agency,result,robots_txt,plain_fetch_status,plain_fetch_host,block_style,headless_browser,lighthouse,platform,server_header,cloudflare,last_audit
gratiotmi.com,"Gratiot County, MI",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
ioniacounty.org,"Ionia County, MI",blocks basic request and headless browser,allowed,403,bare,denied-403,blocked (403),ok,Unknown platform on Google Cloud,nginx,,2026-08-24
isabellacounty.org,"Isabella County, MI",open,allowed,200,bare,,ok or not needed,ok,,Sucuri,,2026-08-18
kalcounty.gov,"Kalamazoo County, MI",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
kalkaskacounty.net,"Kalkaska County, MI",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-19
kentcountymi.gov,"Kent County, MI",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-19
lakecountymi.gov,"Lake County, MI",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
manisteecountymi.gov,"Manistee County, MI",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-16
masoncounty.net,"Mason County, MI",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
mecostacounty.org,"Mecosta County, MI",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
midlandcountymi.gov,"Midland County, MI",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-18
missaukee.org,"Missaukee County, MI",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-19
montcalm.us,"Montcalm County, MI",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
montcounty.org,"Montmorency County, MI",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
co.muskegon.mi.us,"Muskegon County, MI",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-19
newaygocountymi.gov,"Newaygo County, MI",open,allowed,200,bare,,ok or not needed,ok,,nginx-rc,,2026-08-16
oceana.mi.us,"Oceana County, MI",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-18
ocmi.us,"Ogemaw County, MI",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-18
osceola-county.org,"Osceola County, MI",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-16
crawfordco.org,"Crawford County, MI",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-15
oscodacountymi.com,"Oscoda County, MI",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-19
otsegocountymi.gov,"Otsego County, MI",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
miottawa.org,"Ottawa County, MI",blocks basic request,allowed,202,bare,captcha-challenge,ok or not needed,ok,SiteGround captcha,nginx,,2026-08-18
presqueislecounty.org,"Presque Isle County, MI",open,allowed,200,bare,,ok or not needed,ok,,LiteSpeed,,2026-08-19
roscommoncounty.net,"Roscommon County, MI",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-08-19
vanburencountymi.gov,"Van Buren County, MI",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-19
wexfordcounty.org,"Wexford County, MI",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
brookecountywv.gov,"Brooke County, WV",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
hancockcountywv.org,"Hancock County, WV",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
marshallcountywv.gov,"Marshall County, WV",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-18
ohiocountywv.gov,"Ohio County, WV",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
harrisoncountywv.com,"Harrison County, WV",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-08-18
marioncountywv.com,"Marion County, WV",open,allowed,200,bare,,ok or not needed,ok,,,,2026-09-12
monongaliacounty.gov,"Monongalia County, WV",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
wvcountytaylor.com,"Taylor County, WV",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
tuckercounty.wv.gov,"Tucker County, WV",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-08-18
wetzelcountywv.gov,"Wetzel County, WV",open,allowed,200,www,,ok or not needed,ok,,Pepyaka,,2026-09-09
tylercountywv.com,"Tyler County, WV",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-18
braxtoncountywv.gov,"Braxton County, WV",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
cabellcounty.org,"Cabell County, WV",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
calhouncounty.wv.gov,"Calhoun County, WV",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-08-18
claycounty.wv.gov,"Clay County, WV",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-09-13
doddridgecountywv.gov,"Doddridge County, WV",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
fayettecounty.wv.gov,"Fayette County, WV",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-09-11
gilmercounty.wv.gov,"Gilmer County, WV",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-09-11
jacksoncounty.wv.gov,"Jackson County, WV",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-08-18
kanawha.us,"Kanawha County, WV",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-18
leecova.com,"Lee County, VA",open,allowed,200,bare,,ok or not needed,ok,,Pepyaka,,2026-08-18
lewiscountywv.org,"Lewis County, WV",blocks basic request,allowed,403,bare,cloudflare-challenge,ok or not needed,ok,Cloudflare (other sites),cloudflare,yes,2026-08-18
masoncountywv.gov,"Mason County, WV",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
nicholascountywv.org,"Nicholas County, WV",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-19
pleasantscountywv.gov,"Pleasants County, WV",open,allowed,200,bare,,ok or not needed,ok,,Pepyaka,,2026-08-18
putnamcountywv.gov,"Putnam County, WV",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-18
randolphctywv.gov,"Randolph County, WV",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
ritchiecounty.wv.gov,"Ritchie County, WV",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-08-18
roanewv.com,"Roane County, WV",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
upshurcounty.org,"Upshur County, WV",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
waynecountywv.org,"Wayne County, WV",open,allowed,200,bare,,ok or not needed,ok,,openresty,,2026-08-18
wirtcounty.wv.gov,"Wirt County, WV",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-08-18
woodcountywv.com,"Wood County, WV",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-18
sullivancountynh.gov,"Sullivan County, NH",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-08-18
yorkcountymaine.gov,"York County, ME",open,allowed,200,bare,,ok or not needed,ok,,Pepyaka,,2026-08-18
carrollcountynh.gov,"Carroll County, NH",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-19
grafton-county.com,"Grafton County, NH",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-17
cooscountynh.gov,"Coös County, NH",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
capecod.gov,"Barnstable County, MA",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
nantucket-ma.gov,"Nantucket, MA",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-08-18
dukescounty.gov,"Dukes County, MA",open,allowed,200,www,,ok or not needed,ok,,nginx,,2026-09-09
cumberlandcountynj.gov,"Cumberland County, NJ",open,allowed,200,bare,,ok or not needed,ok,,QScend,,2026-08-18
alamancecountync.gov,"Alamance County, NC",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
alexandercountync.gov,"Alexander County, NC",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-19
alleghanycounty-nc.gov,"Alleghany County, NC",open,allowed,200,bare,,ok or not needed,ok,,LiteSpeed,,2026-08-19
co.anson.nc.us,"Anson County, NC",open,allowed,200,www,,ok or not needed,ok,,Microsoft-IIS,,2026-09-09
ashecountygov.com,"Ashe County, NC",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
averycountync.gov,"Avery County, NC",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
co.beaufort.nc.us,"Beaufort County, NC",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-19
bladennc.govoffice3.com,"Bladen County, NC",robots.txt exclusion,disallowed,200,bare,,ok or not needed,none,,,,2026-07-19
brunswickcountync.gov,"Brunswick County, NC",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
buncombenc.gov,"Buncombe County, NC",open,allowed,200,www,,ok or not needed,ok,,cloudflare,yes,2026-09-01
burkenc.org,"Burke County, NC",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
cabarruscounty.us,"Cabarrus County, NC",open,allowed,200,www,,ok or not needed,ok,,,,2026-08-18
caldwellcountync.org,"Caldwell County, NC",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-19
carteretcountync.gov,"Carteret County, NC",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
caswellcountync.gov,"Caswell County, NC",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
catawbacountync.gov,"Catawba County, NC",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-08-18
chathamcountync.gov,"Chatham County, NC",blocks basic request and headless browser,allowed,403,bare,denied-403,blocked (403),ok,Granicus govAccess (Akamai),AkamaiGHost,,2026-08-24
cherokeecounty-nc.gov,"Cherokee County, NC",open,allowed,200,www,,ok or not needed,ok,,Microsoft-IIS,,2026-08-18
clayconc.com,"Clay County, NC",open,allowed,200,bare,,ok or not needed,ok,,Pepyaka,,2026-08-18
clevelandcounty.com,"Cleveland County, NC",open,allowed,200,www,,ok or not needed,ok,,nginx,,2026-08-18
columbusco.org,"Columbus County, NC",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-19
cravencountync.gov,"Craven County, NC",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-19
cumberlandcountync.gov,"Cumberland County, NC",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
co.davidson.nc.us,"Davidson County, NC",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-08-18
daviecountync.gov,"Davie County, NC",open,allowed,200,www,,ok or not needed,ok,,,,2026-09-09
duplinnc.gov,"Duplin County, NC",open,allowed,200,bare,,ok or not needed,ok,,,,2026-09-11
dconc.gov,"Durham County, NC",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-08-19
wake.gov,"Wake County, NC",open,allowed,200,www,,ok or not needed,ok,,,,2026-08-26
edgecombecountync.gov,"Edgecombe County, NC",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
co.forsyth.nc.us,"Forsyth County, NC",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-08-17
franklincountync.gov,"Franklin County, NC",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
gastongov.com,"Gaston County, NC",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-08-18
grahamcounty.org,"Graham County, NC",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-08-18
granvillecounty.org,"Granville County, NC",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-19
greenecountync.gov,"Greene County, NC",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
guilfordcountync.gov,"Guilford County, NC",open,allowed,200,www,,ok or not needed,ok,,Apache,,2026-08-26
halifaxnc.com,"Halifax County, NC",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-19
harnett.org,"Harnett County, NC",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-08-18
haywoodcountync.gov,"Haywood County, NC",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-24
hendersoncountync.gov,"Henderson County, NC",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
hokecounty.net,"Hoke County, NC",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
iredellcountync.gov,"Iredell County, NC",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-08-19
jacksonnc.org,"Jackson County, NC",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-19
johnstonnc.gov,"Johnston County, NC",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-08-18
jonescountync.gov,"Jones County, NC",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
leecountync.gov,"Lee County, NC",robots.txt exclusion,disallowed,200,bare,,ok or not needed,none,,,,2026-07-19
lenoircountync.gov,"Lenoir County, NC",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-19
lincolncountync.gov,"Lincoln County, NC",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-19
maconnc.org,"Macon County, NC",broken or unreachable,allowed,error,bare,,ok or not needed,none,,,,2026-09-11
madisoncountync.gov,"Madison County, NC",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
martincountync.gov,"Martin County, NC",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
mcdowellnc.gov,"McDowell County, NC",open,allowed,200,bare,,ok or not needed,ok,,Apache,,2026-09-09
mecknc.gov,"Mecklenburg County, NC",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-19
mitchellcountync.gov,"Mitchell County, NC",blocks basic request,allowed,202,bare,captcha-challenge,ok or not needed,ok,Cloudflare (other sites),cloudflare,yes,2026-08-18
montgomerycountync.gov,"Montgomery County, NC",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
moorecountync.gov,"Moore County, NC",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
nashcountync.gov,"Nash County, NC",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
nhcgov.com,"New Hanover County, NC",open,allowed,200,bare,,ok or not needed,failed,,,,2026-09-12
northamptonnc.com,"Northampton County, NC",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
onslowcountync.gov,"Onslow County, NC",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-19
orangecountync.gov,"Orange County, NC",open,allowed,200,bare,,ok or not needed,ok,,,,2026-09-11
pamlicocounty.org,"Pamlico County, NC",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-19
pendercountync.gov,"Pender County, NC",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
personcountync.gov,"Person County, NC",blocks everything,allowed,403,bare,denied-403,not reached,403,Cloudflare (other sites),cloudflare,yes,2026-08-18
pittcountync.gov,"Pitt County, NC",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
polknc.gov,"Polk County, NC",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-19
randolphcountync.gov,"Randolph County, NC",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-19
richmondnc.com,"Richmond County, NC",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-19
robesoncountync.gov,"Robeson County, NC",open,allowed,200,bare,,ok or not needed,ok,,Pepyaka,,2026-08-19
rockinghamcountync.gov,"Rockingham County, NC",blocks basic request and headless browser,allowed,403,bare,cloudflare-challenge,blocked (403),ok,Cloudflare (other sites),cloudflare,yes,2026-08-24
rowancountync.gov,"Rowan County, NC",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-19
rutherfordcountync.gov,"Rutherford County, NC",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-19
sampsoncountync.gov,"Sampson County, NC",open,allowed,200,www,,ok or not needed,ok,,,,2026-08-18
scotlandcounty.org,"Scotland County, NC",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
stanlycountync.gov,"Stanly County, NC",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-19
co.stokes.nc.us,"Stokes County, NC",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
co.surry.nc.us,"Surry County, NC",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
swaincountync.gov,"Swain County, NC",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
transylvaniacounty.org,"Transylvania County, NC",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-19
tyrrellcounty.org,"Tyrrell County, NC",open,allowed,200,bare-http,,ok or not needed,ok,,nginx,,2026-09-09
unioncountync.gov,"Union County, NC",blocks everything,allowed,403,www,denied-403,not reached,403,Granicus govAccess (Akamai),AkamaiGHost,,2026-08-27
vancecounty.org,"Vance County, NC",robots.txt exclusion,disallowed,200,bare,,ok or not needed,ok,,LiteSpeed,,2026-08-12
warrencountync.com,"Warren County, NC",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-08-18
washconc.org,"Washington County, NC",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-16
wataugacounty.org,"Watauga County, NC",open,allowed,200,bare,,ok or not needed,ok,,Microsoft-IIS,,2026-08-19
waynegov.com,"Wayne County, NC",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-19
wilkescounty.net,"Wilkes County, NC",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
wilsoncountync.gov,"Wilson County, NC",blocks everything,allowed,403,bare,denied-403,not reached,403,Other,Microsoft-IIS,,2026-08-18
yadkincountync.gov,"Yadkin County, NC",open,allowed,200,www,,ok or not needed,ok,,,,2026-09-09
yanceycountync.gov,"Yancey County, NC",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
ectorcountytx.gov,"Ector County, TX",open,allowed,200,www,,ok or not needed,ok,,cloudflare,yes,2026-09-09
co.midland.tx.us,"Midland County, TX",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-19
abbevillecountysc.com,"Abbeville County, SC",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-18
aikencountysc.gov,"Aiken County, SC",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
barnwellcountysc.us,"Barnwell County, SC",open,allowed,200,bare,,ok or not needed,ok,,,,2026-09-13
calhouncounty.sc.gov,"Calhoun County, SC",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-18
cherokeecountysc.gov,"Cherokee County, SC",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-08-18
chestercountysc.gov,"Chester County, SC",blocks basic request,allowed,403,bare,cloudflare-challenge,ok or not needed,ok,Cloudflare (other sites),cloudflare,yes,2026-08-19
chesterfieldcountysc.com,"Chesterfield County, SC",open,allowed,200,bare,,ok or not needed,ok,,Pepyaka,,2026-08-18
clarendoncountysc.gov,"Clarendon County, SC",open,allowed,200,www,,ok or not needed,ok,,,,2026-09-09
darcosc.com,"Darlington County, SC",open,allowed,200,bare,,ok or not needed,ok,,,,2026-09-11
dilloncountysc.org,"Dillon County, SC",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
edgefieldcounty.sc.gov,"Edgefield County, SC",blocks basic request,allowed,202,bare,captcha-challenge,ok or not needed,ok,SiteGround captcha,nginx,,2026-08-18
fairfieldsc.com,"Fairfield County, SC",open,allowed,200,bare,,ok or not needed,ok,,nginx,,2026-08-19
florencecountysc.gov,"Florence County, SC",open,allowed,200,www,,ok or not needed,ok,,Apache,,2026-09-09
gtcountysc.gov,"Georgetown County, SC",open,allowed,200,www,,ok or not needed,ok,,,,2026-09-09
greenwoodcounty-sc.gov,"Greenwood County, SC",open,allowed,200,bare,,ok or not needed,ok,,Pepyaka,,2026-08-18
horrycountysc.gov,"Horry County, SC",open,allowed,200,bare,,ok or not needed,ok,,,,2026-08-18
kershaw.sc.gov,"Kershaw County, SC",blocks basic request and headless browser,allowed,403,bare,denied-403,blocked (403),ok,Granicus govAccess (Akamai),AkamaiGHost,,2026-08-24
lancastercountysc.gov,"Lancaster County, SC",open,allowed,200,bare,,ok or not needed,ok,,cloudflare,yes,2026-09-11
